Subject	Predicate	Object
PSLT051	is not mutated by antibiotic	Streptomycin
STM1024	is not mutated by antibiotic	Streptomycin
STM1006	is not mutated by antibiotic	Streptomycin
STM2738	is not mutated by antibiotic	Streptomycin
STM2700	is not mutated by antibiotic	Streptomycin
STM2636	is not mutated by antibiotic	Streptomycin
STM2635	is not mutated by antibiotic	Streptomycin
STM2633	is not mutated by antibiotic	Streptomycin
STM2631	is not mutated by antibiotic	Streptomycin
STM2630	is not mutated by antibiotic	Streptomycin
STM2629	is not mutated by antibiotic	Streptomycin
STM4529	is not mutated by antibiotic	Streptomycin
STM4528	is not mutated by antibiotic	Streptomycin
STM4450	is not mutated by antibiotic	Streptomycin
STM4449	is not mutated by antibiotic	Streptomycin
STM4443	is not mutated by antibiotic	Streptomycin
STM4441	is not mutated by antibiotic	Streptomycin
STM4440	is not mutated by antibiotic	Streptomycin
STM4314	is not mutated by antibiotic	Streptomycin
STM4276	is not mutated by antibiotic	Streptomycin
STM4271	is not mutated by antibiotic	Streptomycin
STM4192	is not mutated by antibiotic	Streptomycin
STM4042	is not mutated by antibiotic	Streptomycin
STM4002	is not mutated by antibiotic	Streptomycin
STM3820	is not mutated by antibiotic	Streptomycin
STM3794	is not mutated by antibiotic	Streptomycin
STM3792	is not mutated by antibiotic	Streptomycin
STM3785	is not mutated by antibiotic	Streptomycin
STM3783	is not mutated by antibiotic	Streptomycin
STM3779	is not mutated by antibiotic	Streptomycin
STM3772	is not mutated by antibiotic	Streptomycin
STM3771	is not mutated by antibiotic	Streptomycin
STM3770	is not mutated by antibiotic	Streptomycin
STM3653	is not mutated by antibiotic	Streptomycin
STM3580	is not mutated by antibiotic	Streptomycin
STM3566	is not mutated by antibiotic	Streptomycin
STM3550	is not mutated by antibiotic	Streptomycin
STM3461	is not mutated by antibiotic	Streptomycin
STM3362	is not mutated by antibiotic	Streptomycin
STM3355	is not mutated by antibiotic	Streptomycin
STM3354	is not mutated by antibiotic	Streptomycin
STM3160	is not mutated by antibiotic	Streptomycin
STM3136	is not mutated by antibiotic	Streptomycin
STM3134	is not mutated by antibiotic	Streptomycin
STM3128	is not mutated by antibiotic	Streptomycin
STM3072	is not mutated by antibiotic	Streptomycin
STM3021	is not mutated by antibiotic	Streptomycin
STM2923	is not mutated by antibiotic	Streptomycin
STM2905	is not mutated by antibiotic	Streptomycin
STM2666	is not mutated by antibiotic	Streptomycin
STM2475	is not mutated by antibiotic	Streptomycin
STM2446	is not mutated by antibiotic	Streptomycin
STM2400	is not mutated by antibiotic	Streptomycin
STM2343	is not mutated by antibiotic	Streptomycin
STM2329	is not mutated by antibiotic	Streptomycin
STM2244	is not mutated by antibiotic	Streptomycin
STM2209	is not mutated by antibiotic	Streptomycin
STM2180	is not mutated by antibiotic	Streptomycin
STM2179	is not mutated by antibiotic	Streptomycin
STM2177	is not mutated by antibiotic	Streptomycin
STM2173	is not mutated by antibiotic	Streptomycin
STM2148	is not mutated by antibiotic	Streptomycin
STM1926	is not mutated by antibiotic	Streptomycin
STM1863	is not mutated by antibiotic	Streptomycin
STM1810	is not mutated by antibiotic	Streptomycin
STM1791	is not mutated by antibiotic	Streptomycin
STM1789	is not mutated by antibiotic	Streptomycin
STM1733	is not mutated by antibiotic	Streptomycin
STM1653	is not mutated by antibiotic	Streptomycin
STM1649	is not mutated by antibiotic	Streptomycin
STM1618	is not mutated by antibiotic	Streptomycin
STM1616	is not mutated by antibiotic	Streptomycin
STM1613	is not mutated by antibiotic	Streptomycin
STM1585	is not mutated by antibiotic	Streptomycin
STM1541	is not mutated by antibiotic	Streptomycin
STM1534	is not mutated by antibiotic	Streptomycin
STM1513	is not mutated by antibiotic	Streptomycin
STM1484	is not mutated by antibiotic	Streptomycin
STM1481	is not mutated by antibiotic	Streptomycin
STM1324	is not mutated by antibiotic	Streptomycin
STM1260	is not mutated by antibiotic	Streptomycin
STM1257	is not mutated by antibiotic	Streptomycin
STM1254	is not mutated by antibiotic	Streptomycin
STM1078	is not mutated by antibiotic	Streptomycin
STM0952	is not mutated by antibiotic	Streptomycin
STM0932	is not mutated by antibiotic	Streptomycin
STM0721	is not mutated by antibiotic	Streptomycin
STM0718	is not mutated by antibiotic	Streptomycin
STM0716	is not mutated by antibiotic	Streptomycin
STM0715	is not mutated by antibiotic	Streptomycin
STM0649	is not mutated by antibiotic	Streptomycin
STM0565	is not mutated by antibiotic	Streptomycin
STM0412	is not mutated by antibiotic	Streptomycin
STM0410	is not mutated by antibiotic	Streptomycin
STM0409	is not mutated by antibiotic	Streptomycin
STM0402	is not mutated by antibiotic	Streptomycin
STM0359	is not mutated by antibiotic	Streptomycin
STM0307	is not mutated by antibiotic	Streptomycin
STM0290	is not mutated by antibiotic	Streptomycin
STM0276	is not mutated by antibiotic	Streptomycin
STM0164	is not mutated by antibiotic	Streptomycin
STM0156	is not mutated by antibiotic	Streptomycin
STM0155	is not mutated by antibiotic	Streptomycin
STM0082	is not mutated by antibiotic	Streptomycin
STM0080	is not mutated by antibiotic	Streptomycin
STM0033	is not mutated by antibiotic	Streptomycin
PSLT050	is not mutated by antibiotic	Streptomycin
PSLT046	is not mutated by antibiotic	Streptomycin
PSLT042	is not mutated by antibiotic	Streptomycin
PSLT032	is not mutated by antibiotic	Streptomycin
STM2280	is not mutated by antibiotic	Streptomycin
STM1014	is not mutated by antibiotic	Streptomycin
STM1009	is not mutated by antibiotic	Streptomycin
STM2712	is not mutated by antibiotic	Streptomycin
STM1007	is not mutated by antibiotic	Streptomycin
STM1019	is not mutated by antibiotic	Streptomycin
STM4597	is not mutated by antibiotic	Streptomycin
STM4596	is not mutated by antibiotic	Streptomycin
STM4595	is not mutated by antibiotic	Streptomycin
STM4575	is not mutated by antibiotic	Streptomycin
STM4574	is not mutated by antibiotic	Streptomycin
STM4571	is not mutated by antibiotic	Streptomycin
STM4552	is not mutated by antibiotic	Streptomycin
STM4551	is not mutated by antibiotic	Streptomycin
STM4549	is not mutated by antibiotic	Streptomycin
STM4540	is not mutated by antibiotic	Streptomycin
STM4539	is not mutated by antibiotic	Streptomycin
STM4538	is not mutated by antibiotic	Streptomycin
STM4537	is not mutated by antibiotic	Streptomycin
STM4536	is not mutated by antibiotic	Streptomycin
STM4535	is not mutated by antibiotic	Streptomycin
STM4534	is not mutated by antibiotic	Streptomycin
STM4522	is not mutated by antibiotic	Streptomycin
STM4520	is not mutated by antibiotic	Streptomycin
STM4519	is not mutated by antibiotic	Streptomycin
STM4518	is not mutated by antibiotic	Streptomycin
STM4510	is not mutated by antibiotic	Streptomycin
STM4506	is not mutated by antibiotic	Streptomycin
STM4505	is not mutated by antibiotic	Streptomycin
STM4504	is not mutated by antibiotic	Streptomycin
STM4503	is not mutated by antibiotic	Streptomycin
STM4502	is not mutated by antibiotic	Streptomycin
STM4498	is not mutated by antibiotic	Streptomycin
STM4497	is not mutated by antibiotic	Streptomycin
STM4496	is not mutated by antibiotic	Streptomycin
STM4495	is not mutated by antibiotic	Streptomycin
STM4494	is not mutated by antibiotic	Streptomycin
STM4493	is not mutated by antibiotic	Streptomycin
STM4492	is not mutated by antibiotic	Streptomycin
STM4491	is not mutated by antibiotic	Streptomycin
STM4490	is not mutated by antibiotic	Streptomycin
STM4489	is not mutated by antibiotic	Streptomycin
STM4488	is not mutated by antibiotic	Streptomycin
STM4478	is not mutated by antibiotic	Streptomycin
STM4466	is not mutated by antibiotic	Streptomycin
STM4464	is not mutated by antibiotic	Streptomycin
STM4457	is not mutated by antibiotic	Streptomycin
STM4448	is not mutated by antibiotic	Streptomycin
STM4447	is not mutated by antibiotic	Streptomycin
STM4446	is not mutated by antibiotic	Streptomycin
STM4445	is not mutated by antibiotic	Streptomycin
STM4444	is not mutated by antibiotic	Streptomycin
STM4442	is not mutated by antibiotic	Streptomycin
STM4436	is not mutated by antibiotic	Streptomycin
STM4435	is not mutated by antibiotic	Streptomycin
STM4434	is not mutated by antibiotic	Streptomycin
STM4433	is not mutated by antibiotic	Streptomycin
STM4432	is not mutated by antibiotic	Streptomycin
STM4431	is not mutated by antibiotic	Streptomycin
STM4430	is not mutated by antibiotic	Streptomycin
STM4429	is not mutated by antibiotic	Streptomycin
STM4428	is not mutated by antibiotic	Streptomycin
STM4427	is not mutated by antibiotic	Streptomycin
STM4423	is not mutated by antibiotic	Streptomycin
STM4422	is not mutated by antibiotic	Streptomycin
STM4421	is not mutated by antibiotic	Streptomycin
STM4420	is not mutated by antibiotic	Streptomycin
STM4419	is not mutated by antibiotic	Streptomycin
STM4418	is not mutated by antibiotic	Streptomycin
STM4417	is not mutated by antibiotic	Streptomycin
STM4413	is not mutated by antibiotic	Streptomycin
STM4412	is not mutated by antibiotic	Streptomycin
STM4390	is not mutated by antibiotic	Streptomycin
STM4372	is not mutated by antibiotic	Streptomycin
STM4351	is not mutated by antibiotic	Streptomycin
STM4320	is not mutated by antibiotic	Streptomycin
STM4318	is not mutated by antibiotic	Streptomycin
STM4317	is not mutated by antibiotic	Streptomycin
STM4316	is not mutated by antibiotic	Streptomycin
STM4315	is not mutated by antibiotic	Streptomycin
STM4313	is not mutated by antibiotic	Streptomycin
STM4312	is not mutated by antibiotic	Streptomycin
STM4310	is not mutated by antibiotic	Streptomycin
STM4309	is not mutated by antibiotic	Streptomycin
STM4308	is not mutated by antibiotic	Streptomycin
STM4307	is not mutated by antibiotic	Streptomycin
STM4306	is not mutated by antibiotic	Streptomycin
STM4305	is not mutated by antibiotic	Streptomycin
STM4302	is not mutated by antibiotic	Streptomycin
STM4272	is not mutated by antibiotic	Streptomycin
STM4270	is not mutated by antibiotic	Streptomycin
STM4267	is not mutated by antibiotic	Streptomycin
STM4262	is not mutated by antibiotic	Streptomycin
STM4261	is not mutated by antibiotic	Streptomycin
STM4259	is not mutated by antibiotic	Streptomycin
STM4258	is not mutated by antibiotic	Streptomycin
STM4257	is not mutated by antibiotic	Streptomycin
STM4255	is not mutated by antibiotic	Streptomycin
STM4253	is not mutated by antibiotic	Streptomycin
STM4252	is not mutated by antibiotic	Streptomycin
STM4242	is not mutated by antibiotic	Streptomycin
STM4239	is not mutated by antibiotic	Streptomycin
STM4219	is not mutated by antibiotic	Streptomycin
STM4218	is not mutated by antibiotic	Streptomycin
STM4217	is not mutated by antibiotic	Streptomycin
STM4216	is not mutated by antibiotic	Streptomycin
STM4215	is not mutated by antibiotic	Streptomycin
STM4214	is not mutated by antibiotic	Streptomycin
STM4213	is not mutated by antibiotic	Streptomycin
STM4212	is not mutated by antibiotic	Streptomycin
STM4211	is not mutated by antibiotic	Streptomycin
STM4210	is not mutated by antibiotic	Streptomycin
STM4209	is not mutated by antibiotic	Streptomycin
STM4208	is not mutated by antibiotic	Streptomycin
STM4207	is not mutated by antibiotic	Streptomycin
STM4206	is not mutated by antibiotic	Streptomycin
STM4205	is not mutated by antibiotic	Streptomycin
STM4204	is not mutated by antibiotic	Streptomycin
STM4203	is not mutated by antibiotic	Streptomycin
STM4202	is not mutated by antibiotic	Streptomycin
STM4201	is not mutated by antibiotic	Streptomycin
STM4200	is not mutated by antibiotic	Streptomycin
STM4199	is not mutated by antibiotic	Streptomycin
STM4198	is not mutated by antibiotic	Streptomycin
STM4197	is not mutated by antibiotic	Streptomycin
STM4196	is not mutated by antibiotic	Streptomycin
STM4191	is not mutated by antibiotic	Streptomycin
STM4186	is not mutated by antibiotic	Streptomycin
STM4104	is not mutated by antibiotic	Streptomycin
STM4103	is not mutated by antibiotic	Streptomycin
STM4102	is not mutated by antibiotic	Streptomycin
STM4098	is not mutated by antibiotic	Streptomycin
STM4097	is not mutated by antibiotic	Streptomycin
STM4071	is not mutated by antibiotic	Streptomycin
STM4069	is not mutated by antibiotic	Streptomycin
STM4068	is not mutated by antibiotic	Streptomycin
STM4067	is not mutated by antibiotic	Streptomycin
STM4066	is not mutated by antibiotic	Streptomycin
STM4065	is not mutated by antibiotic	Streptomycin
STM4057	is not mutated by antibiotic	Streptomycin
STM4053	is not mutated by antibiotic	Streptomycin
STM4052	is not mutated by antibiotic	Streptomycin
STM4044	is not mutated by antibiotic	Streptomycin
STM4042a	is not mutated by antibiotic	Streptomycin
STM4041	is not mutated by antibiotic	Streptomycin
STM4039	is not mutated by antibiotic	Streptomycin
STM4033	is not mutated by antibiotic	Streptomycin
STM4032	is not mutated by antibiotic	Streptomycin
STM4031	is not mutated by antibiotic	Streptomycin
STM4030	is not mutated by antibiotic	Streptomycin
STM4015	is not mutated by antibiotic	Streptomycin
STM4014	is not mutated by antibiotic	Streptomycin
STM4013	is not mutated by antibiotic	Streptomycin
STM4012	is not mutated by antibiotic	Streptomycin
STM4011	is not mutated by antibiotic	Streptomycin
STM4010	is not mutated by antibiotic	Streptomycin
STM4008	is not mutated by antibiotic	Streptomycin
STM3981	is not mutated by antibiotic	Streptomycin
STM3966	is not mutated by antibiotic	Streptomycin
STM3940	is not mutated by antibiotic	Streptomycin
STM3863	is not mutated by antibiotic	Streptomycin
STM3860	is not mutated by antibiotic	Streptomycin
STM3859	is not mutated by antibiotic	Streptomycin
STM3858	is not mutated by antibiotic	Streptomycin
STM3846	is not mutated by antibiotic	Streptomycin
STM3834	is not mutated by antibiotic	Streptomycin
STM3833	is not mutated by antibiotic	Streptomycin
STM3832	is not mutated by antibiotic	Streptomycin
STM3799	is not mutated by antibiotic	Streptomycin
STM3796a	is not mutated by antibiotic	Streptomycin
STM3791	is not mutated by antibiotic	Streptomycin
STM3784	is not mutated by antibiotic	Streptomycin
STM3782	is not mutated by antibiotic	Streptomycin
STM3781	is not mutated by antibiotic	Streptomycin
STM3780	is not mutated by antibiotic	Streptomycin
STM3778	is not mutated by antibiotic	Streptomycin
STM3777	is not mutated by antibiotic	Streptomycin
STM3775	is not mutated by antibiotic	Streptomycin
STM3773	is not mutated by antibiotic	Streptomycin
STM3769	is not mutated by antibiotic	Streptomycin
STM3768	is not mutated by antibiotic	Streptomycin
STM3767	is not mutated by antibiotic	Streptomycin
STM3766	is not mutated by antibiotic	Streptomycin
STM3760	is not mutated by antibiotic	Streptomycin
STM3754	is not mutated by antibiotic	Streptomycin
STM3752	is not mutated by antibiotic	Streptomycin
STM3745	is not mutated by antibiotic	Streptomycin
STM3737	is not mutated by antibiotic	Streptomycin
STM3736	is not mutated by antibiotic	Streptomycin
STM3698	is not mutated by antibiotic	Streptomycin
STM3697	is not mutated by antibiotic	Streptomycin
STM3696	is not mutated by antibiotic	Streptomycin
STM3681	is not mutated by antibiotic	Streptomycin
STM3679	is not mutated by antibiotic	Streptomycin
STM3678	is not mutated by antibiotic	Streptomycin
STM3670	is not mutated by antibiotic	Streptomycin
STM3652	is not mutated by antibiotic	Streptomycin
STM3651	is not mutated by antibiotic	Streptomycin
STM3650	is not mutated by antibiotic	Streptomycin
STM3633	is not mutated by antibiotic	Streptomycin
STM3632	is not mutated by antibiotic	Streptomycin
STM3631	is not mutated by antibiotic	Streptomycin
STM3605	is not mutated by antibiotic	Streptomycin
STM3604	is not mutated by antibiotic	Streptomycin
STM3602	is not mutated by antibiotic	Streptomycin
STM3601	is not mutated by antibiotic	Streptomycin
STM3600	is not mutated by antibiotic	Streptomycin
STM3599	is not mutated by antibiotic	Streptomycin
STM3598	is not mutated by antibiotic	Streptomycin
STM3595	is not mutated by antibiotic	Streptomycin
STM3558	is not mutated by antibiotic	Streptomycin
STM3549	is not mutated by antibiotic	Streptomycin
STM3548	is not mutated by antibiotic	Streptomycin
STM3533	is not mutated by antibiotic	Streptomycin
STM3532	is not mutated by antibiotic	Streptomycin
STM3531	is not mutated by antibiotic	Streptomycin
STM3529	is not mutated by antibiotic	Streptomycin
STM3528	is not mutated by antibiotic	Streptomycin
STM3527	is not mutated by antibiotic	Streptomycin
STM3521	is not mutated by antibiotic	Streptomycin
STM3517	is not mutated by antibiotic	Streptomycin
STM3516	is not mutated by antibiotic	Streptomycin
STM3508	is not mutated by antibiotic	Streptomycin
STM3411	is not mutated by antibiotic	Streptomycin
STM3388	is not mutated by antibiotic	Streptomycin
STM3358	is not mutated by antibiotic	Streptomycin
STM3357	is not mutated by antibiotic	Streptomycin
STM3356	is not mutated by antibiotic	Streptomycin
STM3350	is not mutated by antibiotic	Streptomycin
STM3343	is not mutated by antibiotic	Streptomycin
STM3334	is not mutated by antibiotic	Streptomycin
STM3333	is not mutated by antibiotic	Streptomycin
STM3291	is not mutated by antibiotic	Streptomycin
STM3278	is not mutated by antibiotic	Streptomycin
STM3277	is not mutated by antibiotic	Streptomycin
STM3262	is not mutated by antibiotic	Streptomycin
STM3261	is not mutated by antibiotic	Streptomycin
STM3260	is not mutated by antibiotic	Streptomycin
STM3259	is not mutated by antibiotic	Streptomycin
STM3258	is not mutated by antibiotic	Streptomycin
STM3256	is not mutated by antibiotic	Streptomycin
STM3255	is not mutated by antibiotic	Streptomycin
STM3254	is not mutated by antibiotic	Streptomycin
STM3251	is not mutated by antibiotic	Streptomycin
STM3216	is not mutated by antibiotic	Streptomycin
STM3198	is not mutated by antibiotic	Streptomycin
STM3192	is not mutated by antibiotic	Streptomycin
STM3191	is not mutated by antibiotic	Streptomycin
STM3175	is not mutated by antibiotic	Streptomycin
STM3170	is not mutated by antibiotic	Streptomycin
STM3169	is not mutated by antibiotic	Streptomycin
STM3167	is not mutated by antibiotic	Streptomycin
STM3166	is not mutated by antibiotic	Streptomycin
STM3156	is not mutated by antibiotic	Streptomycin
STM3155	is not mutated by antibiotic	Streptomycin
STM3154	is not mutated by antibiotic	Streptomycin
STM3152	is not mutated by antibiotic	Streptomycin
STM3142	is not mutated by antibiotic	Streptomycin
STM3141	is not mutated by antibiotic	Streptomycin
STM3138	is not mutated by antibiotic	Streptomycin
STM3133	is not mutated by antibiotic	Streptomycin
STM3132	is not mutated by antibiotic	Streptomycin
STM3131	is not mutated by antibiotic	Streptomycin
STM3129	is not mutated by antibiotic	Streptomycin
STM3127	is not mutated by antibiotic	Streptomycin
STM3126	is not mutated by antibiotic	Streptomycin
STM3125	is not mutated by antibiotic	Streptomycin
STM3124	is not mutated by antibiotic	Streptomycin
STM3123	is not mutated by antibiotic	Streptomycin
STM3122	is not mutated by antibiotic	Streptomycin
STM3119	is not mutated by antibiotic	Streptomycin
STM3117	is not mutated by antibiotic	Streptomycin
STM3098	is not mutated by antibiotic	Streptomycin
STM3085	is not mutated by antibiotic	Streptomycin
STM3084	is not mutated by antibiotic	Streptomycin
STM3083	is not mutated by antibiotic	Streptomycin
STM3082	is not mutated by antibiotic	Streptomycin
STM3081	is not mutated by antibiotic	Streptomycin
STM3080	is not mutated by antibiotic	Streptomycin
STM3079	is not mutated by antibiotic	Streptomycin
STM3075	is not mutated by antibiotic	Streptomycin
STM3074	is not mutated by antibiotic	Streptomycin
STM3073	is not mutated by antibiotic	Streptomycin
STM3071	is not mutated by antibiotic	Streptomycin
STM3052	is not mutated by antibiotic	Streptomycin
STM3038	is not mutated by antibiotic	Streptomycin
STM3036	is not mutated by antibiotic	Streptomycin
STM3035	is not mutated by antibiotic	Streptomycin
STM3031	is not mutated by antibiotic	Streptomycin
STM3030	is not mutated by antibiotic	Streptomycin
STM3026	is not mutated by antibiotic	Streptomycin
STM3025	is not mutated by antibiotic	Streptomycin
STM3022	is not mutated by antibiotic	Streptomycin
STM3020	is not mutated by antibiotic	Streptomycin
STM3012	is not mutated by antibiotic	Streptomycin
STM2986	is not mutated by antibiotic	Streptomycin
STM2963	is not mutated by antibiotic	Streptomycin
STM2959	is not mutated by antibiotic	Streptomycin
STM2955	is not mutated by antibiotic	Streptomycin
STM2950	is not mutated by antibiotic	Streptomycin
STM2943	is not mutated by antibiotic	Streptomycin
STM2942	is not mutated by antibiotic	Streptomycin
STM2940	is not mutated by antibiotic	Streptomycin
STM2922	is not mutated by antibiotic	Streptomycin
STM2921	is not mutated by antibiotic	Streptomycin
STM2920	is not mutated by antibiotic	Streptomycin
STM2914	is not mutated by antibiotic	Streptomycin
STM2913	is not mutated by antibiotic	Streptomycin
STM2912	is not mutated by antibiotic	Streptomycin
STM2911	is not mutated by antibiotic	Streptomycin
STM2910	is not mutated by antibiotic	Streptomycin
STM2908	is not mutated by antibiotic	Streptomycin
STM2906	is not mutated by antibiotic	Streptomycin
STM2904	is not mutated by antibiotic	Streptomycin
STM2903	is not mutated by antibiotic	Streptomycin
STM2902	is not mutated by antibiotic	Streptomycin
STM2901	is not mutated by antibiotic	Streptomycin
STM2880	is not mutated by antibiotic	Streptomycin
STM2868	is not mutated by antibiotic	Streptomycin
STM2844	is not mutated by antibiotic	Streptomycin
STM2816	is not mutated by antibiotic	Streptomycin
STM2812	is not mutated by antibiotic	Streptomycin
STM2804	is not mutated by antibiotic	Streptomycin
STM2803	is not mutated by antibiotic	Streptomycin
STM2797	is not mutated by antibiotic	Streptomycin
STM2788	is not mutated by antibiotic	Streptomycin
STM2779	is not mutated by antibiotic	Streptomycin
STM2769	is not mutated by antibiotic	Streptomycin
STM2768	is not mutated by antibiotic	Streptomycin
STM2767	is not mutated by antibiotic	Streptomycin
STM2766	is not mutated by antibiotic	Streptomycin
STM2765	is not mutated by antibiotic	Streptomycin
STM2764	is not mutated by antibiotic	Streptomycin
STM2763	is not mutated by antibiotic	Streptomycin
STM2762	is not mutated by antibiotic	Streptomycin
STM2761	is not mutated by antibiotic	Streptomycin
STM2760	is not mutated by antibiotic	Streptomycin
STM2759	is not mutated by antibiotic	Streptomycin
STM2758	is not mutated by antibiotic	Streptomycin
STM2757	is not mutated by antibiotic	Streptomycin
STM2756	is not mutated by antibiotic	Streptomycin
STM2755	is not mutated by antibiotic	Streptomycin
STM2754	is not mutated by antibiotic	Streptomycin
STM2753	is not mutated by antibiotic	Streptomycin
STM2752	is not mutated by antibiotic	Streptomycin
STM2751	is not mutated by antibiotic	Streptomycin
STM2750	is not mutated by antibiotic	Streptomycin
STM2749	is not mutated by antibiotic	Streptomycin
STM2748	is not mutated by antibiotic	Streptomycin
STM2747	is not mutated by antibiotic	Streptomycin
STM2746	is not mutated by antibiotic	Streptomycin
STM2745	is not mutated by antibiotic	Streptomycin
STM2744	is not mutated by antibiotic	Streptomycin
STM2743	is not mutated by antibiotic	Streptomycin
STM2742	is not mutated by antibiotic	Streptomycin
STM2741	is not mutated by antibiotic	Streptomycin
STM2740	is not mutated by antibiotic	Streptomycin
STM2739	is not mutated by antibiotic	Streptomycin
STM2737	is not mutated by antibiotic	Streptomycin
STM2736	is not mutated by antibiotic	Streptomycin
STM2735	is not mutated by antibiotic	Streptomycin
STM2734	is not mutated by antibiotic	Streptomycin
STM2733	is not mutated by antibiotic	Streptomycin
STM2732	is not mutated by antibiotic	Streptomycin
STM2731	is not mutated by antibiotic	Streptomycin
STM2730	is not mutated by antibiotic	Streptomycin
STM2729	is not mutated by antibiotic	Streptomycin
STM2728	is not mutated by antibiotic	Streptomycin
STM2727	is not mutated by antibiotic	Streptomycin
STM2726	is not mutated by antibiotic	Streptomycin
STM2724	is not mutated by antibiotic	Streptomycin
STM2723	is not mutated by antibiotic	Streptomycin
STM2722	is not mutated by antibiotic	Streptomycin
STM2721	is not mutated by antibiotic	Streptomycin
STM2720	is not mutated by antibiotic	Streptomycin
STM2719	is not mutated by antibiotic	Streptomycin
STM2718	is not mutated by antibiotic	Streptomycin
STM2717	is not mutated by antibiotic	Streptomycin
STM2716	is not mutated by antibiotic	Streptomycin
STM2715	is not mutated by antibiotic	Streptomycin
STM2714	is not mutated by antibiotic	Streptomycin
STM2713	is not mutated by antibiotic	Streptomycin
STM2711	is not mutated by antibiotic	Streptomycin
STM2710	is not mutated by antibiotic	Streptomycin
STM2709	is not mutated by antibiotic	Streptomycin
STM2708	is not mutated by antibiotic	Streptomycin
STM2707	is not mutated by antibiotic	Streptomycin
STM2706	is not mutated by antibiotic	Streptomycin
STM2705	is not mutated by antibiotic	Streptomycin
STM2704	is not mutated by antibiotic	Streptomycin
STM2703	is not mutated by antibiotic	Streptomycin
STM2702	is not mutated by antibiotic	Streptomycin
STM2701	is not mutated by antibiotic	Streptomycin
STM2699	is not mutated by antibiotic	Streptomycin
STM2698	is not mutated by antibiotic	Streptomycin
STM2697	is not mutated by antibiotic	Streptomycin
STM2696	is not mutated by antibiotic	Streptomycin
STM2695	is not mutated by antibiotic	Streptomycin
STM2694	is not mutated by antibiotic	Streptomycin
STM2692	is not mutated by antibiotic	Streptomycin
STM2691	is not mutated by antibiotic	Streptomycin
STM2690	is not mutated by antibiotic	Streptomycin
STM2682	is not mutated by antibiotic	Streptomycin
STM2680	is not mutated by antibiotic	Streptomycin
STM2668	is not mutated by antibiotic	Streptomycin
STM2655	is not mutated by antibiotic	Streptomycin
STM2622	is not mutated by antibiotic	Streptomycin
STM2620	is not mutated by antibiotic	Streptomycin
STM2619	is not mutated by antibiotic	Streptomycin
STM2618	is not mutated by antibiotic	Streptomycin
STM2617	is not mutated by antibiotic	Streptomycin
STM2616	is not mutated by antibiotic	Streptomycin
STM2614	is not mutated by antibiotic	Streptomycin
STM2613	is not mutated by antibiotic	Streptomycin
STM2612	is not mutated by antibiotic	Streptomycin
STM2611	is not mutated by antibiotic	Streptomycin
STM2610	is not mutated by antibiotic	Streptomycin
STM2609	is not mutated by antibiotic	Streptomycin
STM2608	is not mutated by antibiotic	Streptomycin
STM2607	is not mutated by antibiotic	Streptomycin
STM2606	is not mutated by antibiotic	Streptomycin
STM2605	is not mutated by antibiotic	Streptomycin
STM2604	is not mutated by antibiotic	Streptomycin
STM2603	is not mutated by antibiotic	Streptomycin
STM2602	is not mutated by antibiotic	Streptomycin
STM2601	is not mutated by antibiotic	Streptomycin
STM2600	is not mutated by antibiotic	Streptomycin
STM2599	is not mutated by antibiotic	Streptomycin
STM2598	is not mutated by antibiotic	Streptomycin
STM2597	is not mutated by antibiotic	Streptomycin
STM2596	is not mutated by antibiotic	Streptomycin
STM2595	is not mutated by antibiotic	Streptomycin
STM2594	is not mutated by antibiotic	Streptomycin
STM2593	is not mutated by antibiotic	Streptomycin
STM2592	is not mutated by antibiotic	Streptomycin
STM2591	is not mutated by antibiotic	Streptomycin
STM2590	is not mutated by antibiotic	Streptomycin
STM2589	is not mutated by antibiotic	Streptomycin
STM2588	is not mutated by antibiotic	Streptomycin
STM2587	is not mutated by antibiotic	Streptomycin
STM2586	is not mutated by antibiotic	Streptomycin
STM2585a	is not mutated by antibiotic	Streptomycin
STM2585	is not mutated by antibiotic	Streptomycin
STM2575	is not mutated by antibiotic	Streptomycin
STM2574	is not mutated by antibiotic	Streptomycin
STM2573	is not mutated by antibiotic	Streptomycin
STM2570	is not mutated by antibiotic	Streptomycin
STM2566	is not mutated by antibiotic	Streptomycin
STM2552	is not mutated by antibiotic	Streptomycin
STM2551	is not mutated by antibiotic	Streptomycin
STM2534	is not mutated by antibiotic	Streptomycin
STM2532	is not mutated by antibiotic	Streptomycin
STM2530	is not mutated by antibiotic	Streptomycin
STM2529	is not mutated by antibiotic	Streptomycin
STM2528	is not mutated by antibiotic	Streptomycin
STM2527	is not mutated by antibiotic	Streptomycin
STM2509	is not mutated by antibiotic	Streptomycin
STM2508	is not mutated by antibiotic	Streptomycin
STM2507	is not mutated by antibiotic	Streptomycin
STM2506	is not mutated by antibiotic	Streptomycin
STM2505	is not mutated by antibiotic	Streptomycin
STM2504	is not mutated by antibiotic	Streptomycin
STM2503	is not mutated by antibiotic	Streptomycin
STM2492	is not mutated by antibiotic	Streptomycin
STM2486	is not mutated by antibiotic	Streptomycin
STM2447	is not mutated by antibiotic	Streptomycin
STM2434	is not mutated by antibiotic	Streptomycin
STM2426	is not mutated by antibiotic	Streptomycin
STM2406	is not mutated by antibiotic	Streptomycin
STM2377	is not mutated by antibiotic	Streptomycin
STM2376	is not mutated by antibiotic	Streptomycin
STM2375	is not mutated by antibiotic	Streptomycin
