Source	Target
A0A5X1RR25	
A0A701NAJ8	
A0A701J3X9	
A0A631ZLC4	
A0A5X9MM87	
A0A6Y1CAK8	
A0A701NIT7	
A0A708CMA8	
A0A5X9H7D6	
A0A5X1PDG1	
A0A701BXJ6	
A0A734MEE1	
A0A705YTQ0	
A0A706UHY8	
A0A708CQW8	
C6G1Y9	
A0A708RUP2	
Q3T8G9	
A0A609J5J1	
A0A635CNC9	
A0A631RAN6	
A0A5Z6FBV0	
A0A609ISU2	
A0A708DHM5	
A0A602C7F4	
A0A618EZZ4	
A0A707H4L6	
A0A736JSZ4	
A0A5U8V2V4	
A0A701FSN0	
A0A706W136	
A0A735T6I7	
A0A5W2GXV5	
A0A740MKC4	
A0A727RUD7	
A0A629ATS5	
A0A774MVC0	
A0A707K0S2	
A0A727M8F5	
A0A709E8W9	
A0A710NB77	
A0A714ADP1	
A0A707PQ06	
A0A707N172	
A0A631NZ15	
A0A5W2GXA3	
A0A715ZEB2	
A0A3Z7WGY4	
A0A635JTE9	
A0A707YZI6	
A0A636Z7X5	
A0A707YVV1	
A0A3Z7WKV8	
A0A701ED12	
A0A5V8RD66	
A0A727ML36	
A0A705WYT3	
A0A3W0MR03	
A0A706BRP9	
A0A706BUP4	
A0A727MQR7	
A0A5W5ZCM5	
A0A625VU09	
A0FLI9	
A0A706TEY3	
A0A620WAL4	
A0A6Y6IIJ2	
A0A3R1E6P9	
A0A6Y3MBN5	
A0A611XT36	
A0A636FF55	
A0A708CEU2	
A0A774MRW6	
A0A728AC11	
A0A5W4ZX99	
A0A706UIQ7	
A0A767XPX5	
A0A767XFK3	
A0A5X1P8N1	
A0A631YK74	
A0A738CL16	
A0A3Z7WKX2	
A0A767SI75	
A0A616I109	
A0A3Y3SVC6	
A0A602C783	
A0A5W6ZQ70	
A0A727D5P6	
A0A6X8T5F7	
A0A5X6SSU6	
A0A3U5FDC7	
A0A701AWT7	
A0A3Z7WD76	
A0A716LJT8	
A0A710RTH3	
A0A5X7DLR2	
A0A727MH31	
A0A706VMR4	
A0A5Y7BW39	
A0A707YQ48	
A0A774MYJ9	
A0A626E694	
A0A728DRV6	
A0A710E344	
A0A635JML3	
A0A736EC01	
A0A636B7F7	
A0A5X7MCP3	
A0A6Y4TB68	
A0A713LTK1	
A0A5X1Q8H7	
A0A5W9PRZ7	
A0A5W4SSN0	
A0A5U8V8B8	
A0A601QRE8	
A0A628NAJ5	
A0A727M9F4	
A0A7G2DCI9	
A0A614Q453	
A0A709JVF0	
Q5QJF3	
A0A611CH19	
A0A752P9T8	
A0A707Q0W1	
A0A774SCE4	
A0A707P7T1	
A0A5Y8ENR5	
A0A731BNQ7	
A0A5U0E6E4	
A0A625VQD6	
A0A707RAL2	
A0A626IXE2	
A0A5W5ZGR9	
A0A701IZZ9	
D1MWQ6	
A0A634SET6	
A0A5X0JF59	
A0A3Z1V5Y2	
A0A708CNZ5	
A0A727RWE3	
A0A611UG19	
A0A3V6N088	
A0A5W1N6E6	
A0A5V8R9B9	
A0A767SAA9	
A0A636BAX7	
A0A626FDZ1	
A0A709XYX6	
A0A714CEL7	
A0A725ZN13	
A0A708BJC2	
A0A727MGU0	
A0A727RN44	
A0A6M3PH76	
A0A5X5PYP2	
A0A708CQ84	
A0A620WH19	
A0A5V8XQZ7	
A0A707YVQ3	
A0A5X8EV05	
A0A701KZR9	
A0A708A666	
A0A636N753	
A0A5W4TBL0	
A0A5Z9X1P3	
A0A614T2D7	
A0A767S578	
A0A767WEN2	
A0A3T9YY96	
A0A701EA17	
A0A0D3RKC8	
A0A701NHD6	
A0A708A2L0	
A0A5W8K7L7	
A0A5X0PGB0	
A0A5W9UFV5	
A0A5U8V5S8	
A0A6Y4QE84	
A0A5W1XMI5	
A0A706W1A9	
A0A5Y0KBA2	
A0A709DTE4	
A0A3Z1VAJ1	
A0A636PHV9	
A0A600Q0L9	
A0A727RQ51	
A0A707YRL9	
A0A736E9L1	
A0A3Z7WJM1	
A0A705WSJ5	
A0A732WC42	
A0A5V6IHZ6	
A0A631GAT8	
A0A5U0EC80	
A0A713YRB0	
A0A710FCL0	
Q5QJG8	
Q56107	
A0A3Z1V6G4	
A0A707WWG2	
A0FLH7	
A0A727MFB6	
A0A732NNS0	
A0A706C7K5	
A0A701B4U3	
A0A701EDT5	
A0A701L5P2	
A0A611U798	
A0A709II02	
A0A607UXF3	
A0A736Q2F7	
A0A621EQN9	
A0A709F6X3	
A0A3Z1V8L2	
A0A603Q9M7	
A0A701N090	
A0A5X1B105	
A0A705WTR1	
A0A615E0T4	
A0A709S8K1	
A0A727RVZ4	
A0A736A7D2	
A0A767S4L1	
A0A706UN97	
A0A3V2S4B4	
A0A725PBK8	
A0A728I8V4	
A0A3Z1VCZ0	
A0A708CRL1	
A0A630FWZ5	
A0A5X7HUH2	
A0A737YY95	
A0A3U5FIC1	
A0A710VTU8	
A0A5W6X9I3	
A0A6Y2XID2	
A0A730MHY8	
A0A732VAW2	
A0A634A5R2	
A0A603UWV8	
A0A707JH95	
A0A706C6C3	
A0A7G2DJE0	
A0A631RCE6	
A0A708C7M8	
A0A611BAF6	
A0A707BUR2	
A0A5X2H131	
A0A736JQL1	
A0A706TEK1	
A0A5W5ZWI3	
Q08GN0	
A0A707R4G7	
A0A774MZV4	
A0A5X9J5I7	
A0A5X3BQP0	
A0A3U5FCJ5	
A0A3U3XLB4	
A0A706IQZ4	
O33918	
A0A637BLY6	
A0A5Y4VKE0	
A0A6Y2AUI5	
A0A5W4Z2Y7	
A0A611XT66	
A0A735ZXT8	
A0A708CM73	
A0A739AY70	
A0A5W4T5Z9	
A0A618CS07	
A0A5X6SWG9	
A0A5W3HL60	
A0A3Z1V0N2	
A0A708T8D9	
A0A5W1Q7G6	
A0A484YGE2	
A0A742E3M1	
A0A706VWE8	
A0A6Y5XJR6	
A0A706ECW6	
A0A706X068	
A0A616HKE4	
A0A727W3S3	
A0A736A646	
A0A5Y8EM77	
A0A701IXC6	
A0A620VZ36	
A0A707PQ59	
A0A707YW83	
A0A707NQX3	
A0A620WB01	
A0A708H6M0	
A0A629ASS8	
A0A708CR06	
A0A6X6TI14	
A0A774N3L7	
A0A5X9HAK8	
A0A708A8Q9	
A0A3V9J4Q8	
A0A708J989	
A0A5X4LFT8	
A0A707FHL2	
A0A635XD08	
A0A3V6N3K2	
A0A5W3FYY9	
A0A634QPI0	
A0A3U5FMF4	
A0A727CDZ7	
A0A706TPR0	
A0A705WVC5	
A0A5W6KU44	
A0A731BQ09	
A0A701ATY7	
A0A611UL45	
A0A710LQ16	
A0A5W4ZZ98	
A0A6Y4TC05	
A0A701NJ58	
A0A709IQF1	
A0FLH9	
A0A6Y3HJS8	
A0A706UEW7	
A0A767SRK3	
A0A3Z6KBS6	
A0A638HHR3	
A0A701EGY0	
A0A701NIY2	
A0A737FVZ7	
A0A4V0QDL8	
V9SI94	
A0A727MRQ8	
A0A3V6MZY7	
A0A732G7Q9	
A0A711AD99	
A0A727MVW1	
A0A727MVJ3	
A0A707YV91	
A0A5Y0LTM2	
A0A708TAP2	
A0A727RN82	
A0A612PIB1	
A0A6Y4TCR8	
A0A727MP97	
A0A5W6A3C7	
A0A710VYL2	
A0A701EEZ9	
A0A709WZT5	
A0A708D1T2	
A0A701PJR2	
A0A631M6B2	
A0A767UN22	
A0A707YVK3	
A0A710DHH8	
A0A6Y3GWT7	
A0A6M3NHL8	
A0A5X9MT53	
A0A734M708	
A0A5W2MPD9	
A0A635QBY5	
A0A5W2CI79	
A0A708YG26	
A0A6Y4AMA7	
A0A701J2D3	
A0A736E4N9	
A0A632VDX2	
A0A735ZNZ6	
A0A727RQR4	
A0A5Y4VHQ1	
A0A5W5ZQT0	
A0A6X8PPH8	
A0A736A3R0	
A0A707IYV1	
A0A701CX97	
A0A5W2UQU1	
A0A635X9L8	
A0A5W1XGZ9	
A0A634SJD1	
A0A732JTM1	
A0A6M3PYY2	
A0A767S0A8	
A0A5W5W387	
A0A730N1K4	
A0A707F675	
A0A707ZQ64	
A0A637MT49	
A0A601R4X9	
A0A736A669	
A0A709U811	
A0A5W6JIX0	
A0A5V8SEI7	
A0A726SWF3	
A0A701GBS1	
A0A618CXX5	
A0A734D6F0	
A0A701IVV6	
A0A5W1NMT1	
A0A704VVB0	
A0A631MBG7	
A0A736PZV7	
A0A727RQR1	
A0A5Y0LZV4	
A0A735ZLM0	
A0A5X1A624	
A0A708AI71	
A0A6Y1KQT8	
A0A705WYI2	
A0A636B734	
A0A5W6KU12	
A0A707YWJ9	
A0A701H4V3	
A0A3U5FD88	
A0A3Z5SX11	
A0A708ISK8	
A0A5X4PS29	
A0A0G3B5B8	
A0A629AGM4	
A0A735JTS4	
A0A705WWV3	
A0A727D4J5	
A0A707LCF2	
A0A735ZT48	
A0A634QES6	
A0A710CCR6	
A0A3Z1V5E6	
A0A740JZE0	
A0A710F8V7	
A0A735TW78	
A0A3Z7WGS2	
A0A701PHC5	
A0A711YH84	
A0A635QE54	
A0A5Y4MYN3	
A0A515HL43	
A0A707ZQM3	
A0A731FN07	
A0A710QVJ8	
A0A602C767	
A0A5X0DR44	
A0A707RSH9	
A0A708SZ29	
A0A736DXG3	
A0A625VGI2	
A0A5X9MSJ2	
A0A6Y3QK84	
A0A713QQ12	
A0A5Y7CAA9	
A0A735WIH6	
A0A707WZG3	
A0A701H404	
A0A727MC16	
A0A701LEN0	
A0A710MIX5	
A0A708T0K0	
A0A712S5A2	
A0A731UB84	
A0A731WPT7	
A0A5Y0S2X8	
A0A707YRJ1	
A0A708USY5	
A0A634QFD9	
A0A736UUV7	
A0A737X4E8	
A0A707BUK6	
A0A741ADI6	
A0A727S0V7	
A0A708A2K9	
A0A706QAI7	
A0A5Z6F406	
H3JTB7	
A0A707CFN0	
A0A0G3B6A6	
A0A716YDQ0	
A0A707U6G3	
A0A6Y4C1A7	
A0A736CSH5	
A0A625VWN1	
A0A735ZLV2	
A0A707G7I5	
A0A706JYT4	
A0A727DAF9	
A0A768D525	
A0A0A7D5K6	
A0A767SEG4	
A0A710FE69	
A0A729JAR0	
A0A730NEA5	
Q79SA5	
A0A715WDB5	
A0A725J536	
A0A701X187	
A0A636BA09	
A0A707H3E1	
A0A5W1WT43	
A0A706Y1C9	
A0A0D3RJN5	
A0A611PZB0	
A0A708S665	
A0A4D6ITA2	
A0A741MFN1	
A0A610AYP3	
A0A5U8V0N6	
A0A712NT80	
A0A727M8R0	
A0A710F5B3	
A0A1P8DMZ7	
A0A736ACR2	
A0A601R4D0	
A0A707U7B9	
A0A6M3NE23	
A0A609J3X6	
A0A634SIX5	
A0A708AIE0	
A0A717WU87	
A0A774SBG3	
A0A618CUJ9	
A0A0G3B7Z0	
A0A736A4U6	
A0A708P8A9	
A0A767S1N2	
A0A609RU32	
A0A708BV77	
A0A6Y4AS86	
A0A626FZR8	
A0A708CM22	
Q5QJF6	
A0A5Y0P4Z4	
A0A767W0H4	
A0A709E820	
A0A706WY93	
A0A701E988	
A0A707ZDF5	
A0A710F645	
A0A701EA09	
A0A712WM24	
A0A706BVD7	
A0A701CTS3	
A0A706WGK1	
A0A626IVR0	
A0A725PF05	
A0A710C6H2	
A0A701NHD2	
A0A707K5P4	
A0A701GPS6	
A0A5Z9X8B6	
A0A704RZM8	
A0A707RE82	
A0A706EK47	
A0A741ZLM9	
A0A602C9T2	
A0A736A2U8	
A0A737Z329	
A0A701NL85	
A0A706B5F1	
A0A712RXR6	
A0A708DAH9	
A0A706C713	
A0A609IQP2	
A0A706W187	
A0A636AY65	
A0A1P8VUE1	
A0A727MYT7	
A0A734A8I3	
A0A736JRP6	
A0A708J948	
A0A635XF07	
A0A728NHV1	
A0A5W5XLS2	
A0A637A129	
A0A604W034	
A0A735ZWF1	
A0A701KBV1	
A0A701H2N4	
A0A708RIC9	
A0A708E4Z0	
A0A515HKY9	
A0A734A9T9	
A0A740RN97	
A0A6Y4PP37	
A0A727MSD7	
A0A701DFP6	
A0A701NGE1	
A0A5X3VDE4	
A0A710KJV1	
A0A707MIM0	
A0A616HLF8	
A0A701NFX3	
A0A701CU74	
A0A712U933	
A0A706JV74	
A0A6M3NEP8	
A0A5V8R443	
A0A707SZI8	
A0A632VDL5	
A0A609RXX5	
A0A636YY76	
A0A5C2CWF6	
A0A737YS68	
A0A710HNI1	
A0A753F7U1	
A0A734DR95	
A0A727MH49	
A0A737XSN9	
A0A5W2CC00	
A0A629AG62	
A0A601R1Q4	
A0A701NLE3	
A0A707MZ17	
A0A701IVF9	
A0A701T3F8	
A0A708E2G8	
A0A706RX67	
A0A707SJN8	
A0A728NGY4	
A0A709CI93	
A0A704VU21	
A0A727MV49	
A0A5Y7CDS3	
A0A617M684	
A0A707WAP5	
A0A713XQB1	
A0A705WUA1	
A0A707UUM3	
A0A701K772	
A0A707ZK36	
A0A727MF02	
A0A5T4J0I5	
A0A707UBU4	
A0A707BRF3	
A0A752V7S8	
A0A701EGU7	
A0A706UPK2	
B6VPY9	
A0A767RQZ0	
A0A5Y4VFT3	
A0A732ST32	
A0A5Z7WYF2	
A0A707ZUR1	
A0A709RQR4	
A0A768D0W5	
A0A707WSJ8	
A0A701J0W3	
A0A704RY23	
A0A710SLQ4	
A0A701NA58	
A0A701C1L3	
A0A727RT72	
A0A709LLG1	
A0A0P0BUB8	
A0A735ZR74	
A0A6Y3ASH6	
A0A706VCZ3	
A0A740DUR1	
A0A5V8XNT2	
A0A5Z9G2Z7	
A0A635CNA3	
A0A727MGV5	
A0A741MCJ9	
A0A706JNH7	
A0A5Z5YIU1	
A0A731VU74	
A0A710JGU4	
A0A705WR93	
A0A631REU2	
A0A727MFG4	
A0A707M8K2	
A0A705WUB6	
A0A706NU08	
A0A727ME07	
Q8VVD5	
A0A731YNT5	
A0A740V8P0	
A0A707WTU7	
A0A6Y4AS67	
A0A735I6H4	
A0A705WUY4	
A0A6M3NU86	
A0A626LNS6	
A0A708A997	
A0A704RZA2	
A0A727CMM4	
A0A701P3Y7	
A0A707RM07	
A0A3Z1VAK5	
A0A707YND2	
A0A5Y8EGX5	
A0A701K804	
A0A730JX65	
A0A708A395	
A0A5W2GXS7	
A0A734GS43	
A0A6Y1CCB8	
A0A707AQ21	
A0A736A1U3	
A0A732MDR0	
A0A708CN35	
A0A706IMU5	
A0A0H3VYR2	
A0A634SJB6	
A0A5X0J8S1	
A0A635CP79	
A0A621RXZ2	
A0A635JQ70	
A0A767WAX1	
A0A701NKY2	
A0A742ELC2	
A0A3Z6KL73	
A0A727S2C2	
A0A628N7I8	
A0A732VF35	
A0A708KIF5	
A0A626J2N1	
A0A5X2ZWD8	
A0A741U2I2	
A0A708DHQ3	
A0A707RWS1	
A0A701J2B0	
A0A735ZKG4	
A0A725SWA0	
A0A701EGV8	
A0A734CZ04	
A0A707ACD7	
A0A627WX11	
A0A711M218	
A0A710NG65	
A0A708ZRH0	
A0A345WZ76	
A0A6Y3MEN5	
A0A711BJ32	
A0A5Z6N968	
A0A701HQH4	
A0A0E3MUA7	
A0A709PAC2	
A0A5Y7CE30	
A0A639KY14	
A0A618F1E9	
A0A709F6N8	
A0A5V8UAE2	
A0A710RVV9	
A0A737XD56	
A0A600BLI5	
A0A710XIB7	
A0A730MZ32	
A0A0A7CXW5	
A0A737Y282	
A0A5X0IIZ3	
A0A708D539	
A0A736JGJ1	
A0A738D6F8	
A0A5Z6M6R6	
A0A626LPF0	
A0A732NLB3	
A0A727RNU8	
A0A5W9L060	
A0A727D163	
A0A631RFN1	
A0A740SRT0	
A0A647APX2	
A0A710IC66	
A0A732NLQ6	
A0A708CQH6	
A0A701IVL9	
A0A707NKU2	
A0A706EKU4	
A0A706ESE8	
A0A628N0B8	
A0A706Q1H6	
A0A7G9BWM9	
A0A6Y3M9A1	
A0A733MYW6	
A0A6Y5XEC1	
A0A707BGG1	
A0A710J4E4	
A0A5U8VZG0	
A0A628N9W5	
A0A626FCJ4	
A0A707YSV7	
A0A706LQU8	
A0A707YUZ9	
A0A710SDF9	
A0A5Z8EAB6	
A0A5V7MK75	
A0A701EF57	
A0A711ACT1	
A0A701J1K6	
A0A710VXR5	
A0A626FC85	
A0A701Q1A6	
A0A5W8K706	
A0A626PSL8	
A0A727MIP1	
A0A611XWF9	
A0A5X9CYF1	
A0A713XY69	
A0A736E4B9	
A0A628N8F4	
A0A701E336	
A0A706BL49	
A0A707BQQ4	
A0A707MWZ8	
A0A701IXR5	
A0A5W1QB97	
A0A706VDK9	
A0A6M3N8P1	
Q7M0N5	
A0A5U0ESC9	
A0A727MDZ3	
A0A740FK37	
A0A707YVU3	
A0A707NPU5	
A0A742BKT6	
A0A742BBP8	
A0A634CX28	
A0A710N6I5	
A0A3Z1VAN9	
A0A701NII2	
A0A701J2F6	
A0A709FR10	
A0A626G056	
A0A740FE16	
A0A727S301	
A0A701H6J3	
A0A611TY24	
A0A701J0I8	
A0A5U0EAA9	
A0A707GUS7	
A0A708KLW1	
A0A727RN18	
A0A5Z5YWH5	
A0A5C2CVM4	
A0A707JD65	
A0A727MGD5	
A0A710SEJ0	
A0A5W1XIL9	
Q06WB9	
A0A701NFK5	
A0A6Y1CAI0	
A0A6Y3UJ43	
A0A727MKF6	
A0A3Z7WCF2	
A0A709XYW7	
A0A5W5XF30	
A0A707I6Z8	
A0A752UPB5	
A0A736E929	
A0A706T6K5	
A0A730JYI4	
A0A626G008	
A0A707KDT9	
A0A701GBT5	
A2TJ38	
A0A706MQ16	
A0A714AIU7	
A0A752V5K3	
A0A767SD51	
A0A635X500	
A0A707YTR3	
A0A728DSH6	
A0A634QQW2	
A0A734E1E1	
A0A5V8L1H3	
A0A736T131	
A0A731Y8A6	
A0A741SCP4	
A0A701EB27	
A0A732IL96	
A0A715WUP0	
A0A707BV85	
A0A709GNX2	
A0A701NIR3	
A0A727RY56	
A0A774S6R8	
A0A706H5R1	
A0A713XW09	
A0A701IZP9	
A0A701IYY8	
A0A736Q2Y2	
A0A735ZQK2	
A0A727S1F7	
A0A701X6H3	
A0A714GHE3	
A0A629AQ61	
A0A728DTZ9	
A0A5X9VE14	
A0A5W8QVU7	
A0A710VXU3	
A0A738CLW7	
A0A701DBZ5	
A0A736JUG5	
A0A710FG21	
A0A701KWK8	
A0A715WKE9	
A0A734ADH8	
A0A767U989	
A0A707GWR5	
A0A707N7H1	
A0A710E8V9	
Q937P4	
A0A707T2M9	
A0A6M3NAA3	
A0A710GP91	
A0A715WRJ3	
A0A767RWZ3	
A0A731GK12	
A0A707ZNZ2	
A0A735ZL93	
A0A626G449	
A0A751ZC85	
A0A611XT08	
A0A767S3G4	
A0A515HL47	
A0A735ZVA7	
A0A620WDJ1	
A0A708T3R8	
A0A701NJ94	
A0A0D3RJS5	
A0A5Y0P512	
A0A5W2GWL1	
A0A6Y4AQX2	
Q9X3T6	
A0A707YVT4	
A0A5W8R295	
A0A727MCF0	
A0A701NJN2	
A0A631XGC4	
A0A631R7G5	
A0A5Z8E6A4	
A0A774MY45	
A0A707U9F7	
A0A6Y6IID0	
A0A5T7NYI4	
A0A727Z4E6	
A0A6Y6EFR6	
A0A627X008	
A0A712PIX7	
A0A767W6C8	
A0A600BB98	
A0A701IWY5	
A0A6Y1HUB4	
A0A710H6L2	
A0A706C7R1	
A0A707JW84	
A0A735ZNX5	
A0A717QS77	
A0A709PCL3	
A0A706LS00	
A0A739AYJ8	
A0A706DG19	
A0A728GCC4	
A0A708NL93	
A0A710ICV8	
A0A708CRQ9	
A0A725ETR3	
A0A701NUV5	
A0A706LDK8	
A0A706QRN8	
A0A626FED7	
A0A709YZL3	
A0A7G2DIH5	
A0A706ILW7	
A0A741WK08	
A0A710HTF5	
A0A707YSA4	
A0A701K988	
A0A706C4I8	
A0A707Z892	
A0A710LRU7	
A0A736URY0	
A0A629ANI6	
A0A731GDH3	
A0A713KSM6	
A0A707X087	
A0A707YUT6	
A0A710DM17	
V9VKX5	
A0A727CZL4	
A0A636BC26	
A0A5W8R5Z8	
A0A735ZWL3	
A0A701J0E7	
A0A715WU09	
A0A774MY99	
A0A735ZRF9	
A0A5W8QZ39	
A0A707ZPJ9	
A0A709JYN9	
A0A707R1P7	
A0A629ASY0	
A0A707KVX4	
A0A727MCL4	
A0A5V8XTY6	
A0A707YTW8	
A0A635Q6X6	
A0A709L9Y0	
A0A706WN03	
A0A707WAX8	
A0A736V3D3	
A0A0D3RM50	
A0A3V9J6Q9	
A0A704RWQ2	
A0A5U8V7Q9	
A0A767SKR5	
A0A701NJ20	
A0A5V8WIV2	
A0A736UYY5	
A0A729MET0	
A0A701ISE6	
A0A6M3NPX8	
A0A5W2GYF1	
A0A6Y2TEJ5	
A0A730N317	
A0A708CNT1	
A0A5Y4VGV8	
A0A619AJZ1	
A0A5V8AK20	
A0A732IPQ1	
A0A707XIF7	
A0A706NPB8	
A0A5Z8Q7T8	
A0A5Y4V5M1	
A0A709PAI6	
A0A631REC6	
A0A707JBB9	
A0A5U0ECU1	
A0A710ANL3	
A0A628N3H0	
A0A735ZP19	
A0A706B5Y3	
A0A736DWU6	
A0A706W183	
A0A3Y9YHS9	
A0A625M9Q0	
A0A708V1F9	
A0A708E7H4	
A0A734AJL4	
A0A5W5XL33	
A0A614Q008	
A0A735ZX58	
A0A5W9UA89	
A0A767S6L6	
A0A740SBB6	
A0A1I9W755	
A0A706T2S3	
A0A6Y3HMW6	
A0A710IW25	
A0A727ML82	
A0A727M9E0	
A0A714HVQ0	
A0A629AT73	
A0A740FGI9	
A0A717P9J7	
A0A736A4M9	
A0A705WZT4	
A0A707YMR1	
A0A707URY9	
A0A702W4S1	
A0A736V1C1	
A0A707WXF9	
A0A752DUM4	
A0A708A6S7	
A0A631ND42	
A0A708DPZ7	
A0A709PAH8	
A0A6Y5AR51	
A0A727S3T5	
A0A707R922	
A0A701NKL3	
A0A727MCU0	
A0A709JVH4	
A0A727RR52	
A0A701AYW1	
A0A5X4Q1S0	
A0A707QWG8	
A0A636AY25	
A0A620WG54	
A0A633ZJH7	
A0A609IPP4	
A0A5Z9X4X8	
A0A709I975	
A0A627PGR2	
A0A5X0PDS3	
A0A708AFP0	
A0A701IYH9	
A0A707YXQ4	
A0A727S3M7	
A0A715WP93	
A0A625VS89	
A0A611AIG8	
A0A735ZLG1	
A0A5V6UNX3	
A0A604W2M3	
A0A616IBD2	
A0A709YYG1	
A0A5Y0LX29	
A0A701P796	
A0A5U0ERK5	
A0A3Z1V2K1	
A0A5W6X7T2	
A0A707R097	
A0A5W9S248	
A0A709BU70	
A0A3Z7WIK8	
A0A625VUU8	
A0A701GS96	
A0A5W6JJK0	
A0A5X1P8P2	
A0A709E819	
A0A707TF86	
A0A634QKJ2	
A0A736JMA1	
A0A707YRY8	
A0A708D4G2	
A0A629AQC5	
A0A736A1C8	
A0A5W5ZYA1	
A0A701H4Q1	
A0A734JBR2	
A0A3Z1VBJ6	
A0A5X2UNE4	
A0A736DXT6	
A0A701NI60	
A0A701EH59	
A0A5Z9S419	
A0A5V8YIY0	
A0A634QV66	
A0A626FF21	
A0A734J3A9	
A0A701L2M0	
A0A636B0Y0	
A0A603V2Y4	
A0A734NJ72	
A0A5Y0LXA3	
A0A5W4YV16	
A0A626FS41	
A0A5Y0LVM2	
A0A741WPD7	
A0A3U5FE46	
A0A701IZV8	
A0A3Z1VBG1	
A0A5Z8ABP6	
A0A736A523	
A0A707UD25	
A0A707PGS6	
A0A707HE44	
A0A706BBB2	
A0A706LTJ7	
A0A611XT67	
A0A736JVB2	
A0A631KYW5	
A0A5W2R8S2	
A0A5Z8ACU1	
A0A741WNY2	
A0A767XD24	
A0A3U5FJ89	
A0A710JBV2	
A0A712TEA2	
A0A751Z8U3	
A0A5X9G7T0	
A0A626J4U4	
A0A5V7SE41	
A0A715WF15	
A0A715VIA8	
A0A615ESP2	
A0A732R751	
A0A3V2HVN3	
A0A628N6V4	
A0A706B5Z9	
A0A603V296	
A0A701H4C1	
A0A710J6W8	
A0A5X0P941	
A0A606PDZ9	
A0A701CWW1	
A0A707J7W2	
A0A6Y5XE74	
A0A740FM85	
A0A5W8R1K1	
A0A732MFD4	
A0A5U8V9V1	
A0A708K4J9	
A0A0G3B0F8	
E9N9M7	
A0A701PR75	
A0A727MHQ1	
A0A6X6U4G7	
A0A713ZK71	
A0A704VZG1	
A0A5T6Y4H9	
A0A717SNE7	
A0A5X9MTF2	
A0A631MA68	
A0A735ZQR3	
A0A706WQZ2	
A0A625VHU5	
A0A1I9W6W4	
A0A727RW78	
A0A701PM92	
A0A6Y6E8S2	
A0A701B5H2	
A0A5Z8AMQ1	
A0A707XG50	
A0A5W6RTC2	
A0A701T5A0	
A0A1P8VUS4	
A0A5Z2WVX9	
A0A626CBU3	
A0A603ZIX2	
A0A752PK50	
A0A706THS2	
A0A730WZY6	
A0A707LCY8	
A0A706W1A8	
A0A5X8VUA1	
A0A727MMG8	
A0A736Q903	
A0A707F7R5	
A0A707LFM4	
A0A627WW91	
A0A706NB50	
A0A636Q5J2	
A0A732IJ45	
A0A710H1L1	
A0A603Q4I6	
A0A3Z7WES4	
A0A708BLD8	
A0A704VV55	
A0A707H146	
A0A701DG25	
A0A708BZB3	
A0A701H5J7	
A0A5V8XTF0	
A0A725EUM3	
A0A774MVB8	
A0A708CRC3	
A0A709S6L3	
A0A708CFU3	
A0A710HWF9	
A0A701H3D8	
A0A621RTD1	
A0A5V8N4M5	
A0A701IX95	
A0A631YKE2	
A0A737XD08	
A0A736UYA5	
A0A3Y8IBI9	
A0A736E7V4	
A0A707YNH7	
A0A5T4J132	
A0A710BN61	
A0A7G2DKR3	
A0A602C2Z0	
A0A709KCQ2	
A0A710HHY7	
A0A705YDI9	
A0A717X174	
A0A706WLV2	
A0A767U950	
A0A701ECI0	
A0A606JC39	
A0A707ZPB2	
A0A732MF44	
A0A742IWW4	
A0A701T261	
A0A706VZE6	
A0A707YXK3	
A0A723SQ23	
A0A709KDX4	
A0A647ANL9	
A0A707LJ20	
A0A708AIB6	
A0A610YZK7	
A0A742B9C3	
A0A728GH06	
A0A709R8Y6	
A0A701J1Z7	
A0A6Y4C840	
A0A727RWM2	
A0A618F1C9	
A0A0H3VXF8	
A0A6X8XLP9	
A0A739DUT6	
A0A6Y2XR90	
A0A7G2DF56	
A0A6Y1HNX1	
A0A707YUV9	
A0A736XFK3	
A0A707JGX5	
A0A712B6R9	
A0A5V7WCK9	
A0A735ZVI3	
A0A701K9Q2	
A0A727MI43	
A0A707YFL2	
A0A702M449	
A0A6Y1R044	
A0A707PUK5	
A0A729Q469	
A0A5Y7C3S7	
A0A715YZY2	
A0A706WKF4	
A0A5X6X4P6	
A0A708GT29	
A0A706ICU7	
A0A701NIW1	
A0A5Z6F8R0	
A0A5V7SJ85	
A0A706C7N3	
A0A767S7Z9	
A0A621RY05	
A0A707H4R1	
A0A710FD93	
A0A707JIG8	
A0A731AC87	
A0A710NQ40	
A0A635QHF3	
A0A5W3T142	
A0A0D3RKF4	
A0A710VZU2	
A0A701NJI6	
A0A709PER0	
A0A5X1PET5	
A0A740FDC9	
A0A631YJ49	
A0A601Z257	
A0A631RFH5	
A0A701IXR7	
A0A626FRZ1	
A0A701LXT3	
A0A736A106	
A0A5Z9G2N7	
A0A0A7CZR7	
A0A712N8I5	
A0A767W6S8	
A0A736A093	
A0A701J307	
A0A735ZQK7	
A0A734DKY5	
A0A742EDN8	
A0A727MKC9	
A0A729PQU8	
A0A727RQY8	
A0A732VHC9	
A0A709LKN9	
A0A709APS5	
A0A707YLQ7	
A0A713MVB6	
A0A707YXZ6	
A0A701K7Y0	
A0A609IW88	
A0A734H5H7	
A0A706XKJ3	
A0A753KGH5	
A0A6Y6IGV4	
A0A729JBB7	
A0A5U8V582	
A0A708CQ12	
A0A705XP17	
A0A6M3SX70	
